electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour
0.379,0.0,0.0,0.0,0.0,8,15,2
0.361,0.0,0.0,0.0,0.0,8,15,3
0.384,0.0,0.0,0.0,0.0,8,15,4
0.38599999999999995,0.0,0.0,0.1,0.0,8,15,5
0.14500000000000002,0.0,0.0,0.974,0.0,8,15,6
0.128,0.0,0.0,2.514,0.0,8,15,7
1.1179999999999999,0.0,0.0,3.999,0.0,8,15,8
0.08600000000000001,0.0,0.0,5.212,0.0,8,15,9
0.22300000000000003,0.0,0.0,6.0440000000000005,0.0,8,15,10
0.28700000000000003,0.0,0.0,6.448,0.0,8,15,11
0.262,0.0,0.0,6.4639999999999995,0.0,8,15,12
0.28800000000000003,0.0,0.0,5.672000000000001,0.0,8,15,13
0.174,0.0,0.0,4.729,0.0,8,15,14
0.28500000000000003,0.0,0.0,1.169,0.0,8,15,15
0.325,0.0,0.0,0.33899999999999997,0.0,8,15,16
0.30100000000000005,0.0,0.0,0.445,0.0,8,15,17
0.316,0.0,0.0,0.44999999999999996,0.0,8,15,18
0.372,0.0,0.0,0.016,0.0,8,15,19
0.371,0.0,0.0,0.0,0.0,8,15,20
0.404,0.0,0.0,0.0,0.0,8,15,21
0.394,0.0,0.0,0.0,0.0,8,15,22
0.37,0.0,0.0,0.0,0.0,8,15,23
0.366,0.0,0.0,0.0,0.0,8,16,0
0.40299999999999997,0.0,0.0,0.0,0.0,8,16,1
0.417,0.0,0.0,0.0,0.0,8,16,2
0.412,0.0,0.0,0.0,0.0,8,16,3
0.152,0.0,0.0,0.0,0.0,8,16,4
0.31,0.0,0.0,0.089,0.0,8,16,5
0.169,0.0,0.0,1.096,0.0,8,16,6
0.122,0.0,0.0,1.141,0.0,8,16,7
1.168,0.0,0.0,1.791,0.0,8,16,8
0.126,0.0,0.0,2.912,0.0,8,16,9
0.34299999999999997,0.0,0.0,3.646,0.0,8,16,10
0.119,0.0,0.0,5.175,0.0,8,16,11
0.31499999999999995,0.0,0.0,5.718,0.0,8,16,12
0.242,0.0,0.0,3.209,0.0,8,16,13
0.23700000000000002,0.0,0.0,4.096,0.0,8,16,14
0.41200000000000003,0.0,0.0,2.239,0.0,8,16,15
0.33299999999999996,0.0,0.0,1.495,0.0,8,16,16
0.35000000000000003,0.0,0.0,0.747,0.0,8,16,17
1.25,0.0,0.0,0.41,0.0,8,16,18
0.314,0.0,0.0,0.048,0.0,8,16,19
0.324,0.0,0.0,0.0,0.0,8,16,20
0.304,0.0,0.0,0.0,0.0,8,16,21
0.315,0.0,0.0,0.0,0.0,8,16,22
0.123,0.0,0.0,0.0,0.0,8,16,23
0.365,0.0,0.0,0.0,0.0,8,17,0
0.371,0.0,0.0,0.0,0.0,8,17,1
0.384,0.0,0.0,0.0,0.0,8,17,2
0.30800000000000005,0.0,0.0,0.0,0.0,8,17,3
0.403,0.0,0.0,0.0,0.0,8,17,4
0.38699999999999996,0.0,0.0,0.098,0.0,8,17,5
0.137,0.0,0.0,0.605,0.0,8,17,6
0.36,0.0,0.0,1.341,0.0,8,17,7
0.14,0.0,0.0,3.543,0.0,8,17,8
